,County,Year,ShelterID,BusName,City,Zip,License Type,DogSold,PupSold,CatSold,KitSold,ExoticSold,BegInvDog,DogRec,DogAdopt,DogReclaim,DogEuth,EndInvDogs,BegInvCat,CatRec,CatsAdopt,CatsReclaim,CatEuth,EndInvCats,BegInvOther,OtherRec,OtherAdopt,OtherReclaim,OtherEuth,EndInvOther,AllRec,AllAdopt,AllReclaim,AllEuth
164,Champaign,2013,10984,Prairieland Anti-Cruelty Program,Champaign,61822,Kennel Operator & Animal Shelter,,,,,,0,8,6,0,2,0,65,214,191,0,34,54,0,0,0,0,0,0,222,197,0,36
165,Champaign,2013,11459,Wings of Wonder Avian Rescue,Mahomet,61853,Animal Shelter,,,,,15,,,,,,,,,,,,,40,15,15,,,40,15,15,0,0
166,Champaign,2013,11702,Catsnap,Rantoul,61866,Animal Shelter,,,,,,0,2,1,1,0,0,47,110,129,2,2,28,,,,,,,112,130,3,2
167,Champaign,2013,10984,Prairieland Anti-Cruelty Program,Champaign,61822,Kennel Operator & Animal Shelter,,,,,,0,8,6,0,2,0,65,214,191,0,34,54,0,0,0,0,0,0,222,197,0,36
168,Christian,2012,29,Christian County Animal Control,Taylorville,62568,Animal Control,,,,,,,204,114,62,28,,,9,9,,,,,0,0,0,0,,213,123,62,28
169,Christian,2011,29,Christian County Animal Control,Taylorville,62568,Animal Control,,,,,,,,102,70,27,,,32,31,1,1,,,,,,,,32,133,71,28
170,Christian,2010,29,Christian County Animal Control,Taylorville,62568,Animal Control,,,,,,,221,144,51,26,,,50,36,5,9,,,,,,,,271,180,56,35
171,Christian,2012,8278,City of Assumption,Assumption,62510,Animal Control,,,,,,0,10,0,10,0,0,0,2,0,2,0,0,0,0,0,0,0,0,12,0,12,0
172,Christian,2010,8278,City of Assumption,Assumption,62510,Animal Control,,,,,,,10,0,10,0,,,5,0,5,0,,,0,0,0,0,,15,0,15,0
173,Christian,2011,8278,City of Assumption,Assumption,62510,Animal Control,,,,,,0,10,0,9,1,0,0,4,0,4,0,0,0,6,0,0,6,0,20,0,13,7
174,Christian,2010,8473,City of Pana,Pana,62557,Animal Control,,,,,,,12,,4,,,,,,,,,,,,,,,12,0,4,0
175,Christian,2011,8473,City of Pana,Pana,62557,Animal Control,,,,,,,10,0,7,3,4,,,,,,,,,,,,,10,0,7,3
176,Christian,2013,8278,City of Assumption,Assumption,62510,Animal Control,0,0,0,0,0,0,10,0,7,3,0,0,5,0,4,1,0,0,8,0,0,8,0,23,0,11,12
177,Christian,2013,29,Christian County Animal Control,Taylorville,62568,Animal Control,,,,,,,175,98,47,30,,,60,55,5,0,,,,,,,,235,153,52,30
178,Christian,2014,29,Christian County Animal Control,Taylorville,62568-9381,Animal Shelter,,,,,,,172,89,61,22,,,37,34,3,0,,,0,0,0,0,,209,123,64,22
179,Christian,2014,8278,City of Assumption,Assumption,62510-0106,,0,0,0,0,0,0,12,0,10,2,0,0,4,0,1,3,0,0,0,0,0,0,0,16,0,11,5
180,Clark,2010,7961,Baird's Pound,Martinsville,62442,Animal Control,0,0,0,0,0,,6,0,3,0,,,0,0,0,0,,,0,0,0,0,,6,0,3,0
181,Clark,2011,7961,Baird's Pound,Martinsville,62442,Animal Control,0,0,0,0,0,,6,0,2,0,,,0,0,0,0,,,0,0,0,0,,6,0,2,0
182,Clark,2012,7961,Baird's Pound,Martinsville,62442,Animal Control,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0
183,Clark,2013,7961,Baird's Pound,Martinsville,62442,Animal Control,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0
184,Clark,2010,6577,Bender's Townhouse Kennels,West Union,62477,Animal Control,0,0,0,0,0,,168,89,21,46,,,,,,,,,,,,,,168,89,21,46
185,Clark,2011,6577,Bender's Townhouse Kennels,West Union,62477,Animal Control,,,,,,,168,89,21,46,,,,,,,,,,,,,,168,89,21,46
186,Clark,2012,6577,Bender's Townhouse Kennels,West Union,62477,Animal Control,,,,,,,248,145,53,37,13,,,,,,,,,,,,,248,145,53,37
187,Clark,2013,6577,Bender's Townhouse Kennels,West Union,62477,Animal Control,,,,,,,231,147,65,14,5,,,,,,,,,,,,,231,147,65,14
188,Clark,2010,13887,Casey Animal Shelter,Casey,62402,Animal Shelter,,,,,,,37,20,1,2,,,13,13,0,0,,,1,1,0,0,,51,34,1,2
189,Clark,2012,31,City of Casey,Casey,62420,Animal Control,,,,,,0,28,,18,10,1,,,,,,,0,3,,3,,0,31,0,21,10
190,Clark,2011,31,City of Casey,Casey,62420,Animal Control,,,,,,0,40,,25,,2,0,,,,,,0,1,,1,,0,41,0,26,0
191,Clark,2010,31,City of Casey,Casey,62420,Animal Control,,,,,,,63,,23,,,,,,,,,,,,,,,63,0,23,0
192,Clark,2013,31,City of Casey,Casey,62420,Animal Control,,,,,,0,28,,18,10,1,,,,,,,0,3,,3,,0,31,0,21,10
193,Clark,2013,6577,Bender's Townhouse Kennels,West Union,62477,Animal Control,,,,,,,184,108,41,27,8,,,,,,,,,,,,,184,108,41,27
194,Clark,2013,7961,Baird's Pound,Martinsville,62442,Animal Control,0,0,0,0,0,0,10,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0
195,Clark,2013,31,City of Casey,Casey,62420,,0,0,0,0,0,0,15,,10,0,,,,,,,,,,,,,,15,0,10,0
196,Clark,2014,7961,Baird's Pound,Martinsville,62442-2727,Animal Control Facility,,,,,,0,5,0,3,0,0,,,,,,,,,,,,,5,0,3,0
197,Clark,2014,6577,Bender's Townhouse Kennels,West Union,62477-2000,Animal Control Facility,,,,,,,160,82,38,26,14,,,,,,,,,,,,,160,82,38,26
198,Clark,2014,31,City of Casey,Casey,62420-0425,Animal Control Facility,,,,,,0,46,,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,24,0
199,Clay,2010,5118,Clay County Animal Control,Louisville,62858,Animal Control,0,0,0,0,0,,468,251,85,141,,,298,41,0,209,,,0,0,0,0,,766,292,85,350
200,Clay,2012,14295,Clay County Animal Rescue & Shelter,Flora,62839,Animal Control,,,,,,34,442,295,74,68,39,12,281,196,2,77,18,0,25,21,4,0,0,748,512,80,145
201,Clay,2011,14295,Clay County Animal Rescue & Shelter,Louisville,62858,Animal Control,0,0,0,0,0,472,472,300,50,107,15,209,209,28,0,162,19,2,2,2,0,0,0,683,330,50,269
202,Clay,2014,14295,Clay County Animal Rescue & Shelter,Flora,62839-0623,Animal Control Facility,0,0,0,0,0,39,421,239,146,24,51,70,275,231,10,34,70,0,,,,,0,696,470,156,58
203,Clay,2013,14295,Clay County Animal Rescue & Shelter,Flora,62839,Animal Control Facility,0,0,0,0,0,32,390,238,120,25,39,60,284,230,4,40,70,0,0,0,0,0,0,674,468,124,65
204,Clay,2013,14358,Fur A Good Paws,Flora,62839,Animal Shelter,10,0,28,27,0,3,15,10,,0,5,2,36,28,0,,8,,,,,,,51,38,0,0
205,Clay,2013,14358,Fur A Good Paws,Flora,62839,Animal Shelter,10,0,28,27,0,3,15,10,,0,5,2,36,28,0,,8,,,,,,,51,38,0,0
206,Clinton,2012,12630,Centralia Humane Society,Centralia,62801,Animal Shelter,,,,,,35,128,124,2,1,34,85,50,81,2,2,50,,,,,,,178,205,4,3
207,Clinton,2010,12630,Centralia Humane Society,Centralia,62801,Animal Shelter,0,0,0,0,0,,130,122,12,0,,,117,57,10,0,,,0,0,0,0,,247,179,22,0
208,Clinton,2011,12630,Centralia Humane Society,Centralia,62801,Animal Shelter,,,,,,20,121,108,2,1,30,75,65,60,0,0,80,0,6,6,4,0,0,192,174,6,1
209,Clinton,2012,3586,Clinton County Animal Control,Carlyle,62231,Animal Control,,,,,,8,502,194,184,120,12,6,360,34,23,304,5,0,7,0,0,7,0,869,228,207,431
210,Clinton,2010,3586,Clinton County Animal Control,Carlyle,62231,Animal Control,,,,,,,652,166,235,251,,,575,33,15,527,,,0,0,0,0,,1227,199,250,778
211,Clinton,2011,3586,Clinton County Animal Control,Carlyle,62231,Animal Control,,,,,,4,451,147,180,120,8,6,484,80,39,365,6,0,0,0,0,0,0,935,227,219,485
212,Clinton,2012,14200,Clinton County Humane Society,Breese,62230,Animal Shelter,,,,,,16,76,77,1,3,11,7,69,57,2,2,15,,1,,,,1,146,134,3,5
213,Clinton,2010,13723,Clinton County Humane Society,Carlyle,62230,Animal Shelter,,,,,,,89,94,8,1,,,41,39,1,3,,,0,1,0,0,,130,134,9,4
214,Clinton,2011,13723,Clinton County Humane Society,Carlyle,62230,Animal Shelter,,,,,,18,109,109,,2,16,6,43,42,,0,7,0,0,0,0,0,0,152,151,0,2
215,Clinton,2013,3586,Clinton County Animal Control,Carlyle,62231,Animal Control,,,,,,12,408,155,178,92,2,5,689,37,13,625,19,0,8,0,0,8,0,1105,192,191,725
216,Clinton,2014,12630,Centralia Humane Society,Centralia,62801-9103,Animal Shelter,,,,,,39,31,40,,,30,50,47,41,,,56,,,,,,,78,81,0,0
217,Clinton,2014,14200,Clinton County Humane Society,Breese,62230-1091,Animal Shelter,,,,,,8,135,131,19,8,23,14,53,47,1,9,12,1,0,0,0,0,1,188,178,20,17
218,Clinton,2014,3586,Clinton County Animal Control,Carlyle,62231,Animal Control Facility,,,,,,2,454,160,169,117,10,19,510,33,14,467,15,0,9,0,0,9,0,973,193,183,593
219,Clinton,2013,12630,Centralia Humane Society,Centralia,62801,Animal Shelter,,,,,,34,77,78,8,2,39,50,44,44,6,6,50,,,,,,,121,122,14,8
220,Clinton,2013,14200,Clinton County Humane Society,Breese,62230,Animal Shelter,,,,,,11,110,109,,4,8,15,62,53,,10,14,1,0,0,0,0,1,172,162,0,14
221,Coles,2012,5242,Coles County Animal Shelter,Charleston,61920,,615,,,214,,23,928,368,247,272,41,43,886,199,15,577,95,0,46,46,0,0,0,1860,613,262,849
222,Coles,2010,5242,Coles County Animal Shelter,Charleston,61920,Animal Control Facility,,,,,,,1002,326,266,381,,,900,174,9,524,,,113,11,80,22,,2015,511,355,927
223,Coles,2011,5242,Coles County Animal Shelter,Charleston,61920,Animal Control Facility,,,,,,,1034,384,254,348,,,929,198,24,615,,,50,45,2,3,,2013,627,280,966
224,Coles,2012,11250,Genesis Animal Rescue,Mattoon,61938,Animal Shelter,,,,,,3,70,38,8,4,18,8,40,25,7,1,7,,,,,,,110,63,15,5
225,Coles,2010,11250,Genesis Animal Rescue,Mattoon,61938,Animal Shelter,,,,,,,87,75,1,1,,,45,25,14,0,,,0,0,0,0,,132,100,15,1
226,Coles,2011,11250,Genesis Animal Rescue,Mattoon,61938,Animal Shelter,,,,,,6,50,42,0,0,6,6,45,40,5,1,8,0,0,0,0,0,0,95,82,5,1
227,Coles,2012,8779,Kieffer's K-9 Country Club,Mattoon,61938,,,,,,,4,1,,,,5,48,5,5,,,48,4,,2,,,2,6,7,0,0
228,Coles,2010,8779,Kieffer's K-9 Country Club,Mattoon,61938,Animal Shelter,,,,,,,4,3,,,75,56,5,1,,,,,1,,,,,10,4,0,0
229,Coles,2011,8779,Kieffer's K-9 Country Club,Mattoon,61938,Animal Shelter,,,,,,3,,,,,3,60,6,20,6,,40,3,,1,,,2,6,21,6,0
230,Coles,2013,5242,Coles County Animal Shelter,Charleston,61920,Animal Control,,,,,,867,867,368,238,218,43,815,815,176,11,596,32,,,,,,,1682,544,249,814
231,Coles,2014,8779,Kieffer's K-9 Country Club,Mattoon,61938,Animal Shelter,0,0,0,0,0,0,,,,,,0,,,,,,0,,,,,,0,0,0,0
232,Coles,2014,11250,Genesis Animal Rescue,Mattoon,61938,Animal Shelter,,,,,,1,22,20,0,0,3,7,31,28,9,1,0,,,,,,,53,48,9,1
233,Coles,2014,5242,Coles County Animal Shelter,Charleston,61920,Animal Control Facility,,,,,,6,847,329,273,239,6,15,852,209,5,464,15,,,,,,,1699,538,278,703
234,Coles,2013,11250,Genesis Animal Rescue,Matton,61938,Animal Shelter,,,,,,18,37,49,1,1,1,7,33,32,1,0,7,,,,,,,70,81,2,1
235,Coles,2013,8779,Kieffer's K-9 Country Club,Mattoon,61938,Animal Shelter,,,,,,5,,4,,1,0,38,,18,,2,18,,,,,,,0,22,0,3
236,Coles,2013,11250,Genesis Animal Rescue,Mattoon,61938,Animal Shelter,,,,,,18,37,49,1,1,1,7,33,32,1,0,7,,,,,,,70,81,2,1
237,Cook,2012,14212,A Dog's Day Rescue,Chicago,60608,Animal Shelter,,,,,,12,47,39,,3,8,,,,,,,,,,,,,47,39,0,3
238,Cook,2012,14242,A Heart For Animals Inc.,Prospect Heights,60070,Animal Shelter,66,24,8,1,0,0,108,89,0,0,19,0,9,7,0,0,2,0,0,0,0,0,0,117,96,0,0
239,Cook,2012,9912,A Refuge For Saving The Wildlife Inc.,Northbrook,60062,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,3,14,3,0,48,3,14,3,0
240,Cook,2012,14213,Airedale Terrier Rescue And Adoption,Buffalo Grove,60089,Kennel Operator,,,,,,0,13,13,0,0,0,,,,,,,,,,,,,13,13,0,0
241,Cook,2012,10038,Akita Owners Rescue Foundation Inc.,Chicago,60631,Animal Shelter,32,,,,,46,46,32,,0,14,,,,,,,,,,,,,46,32,0,0
242,Cook,2012,13676,Alive Rescue NFP,Chicago,60618,Animal Shelter,,,,,,18,46,56,,1,7,0,3,3,,,0,0,,,,,,49,59,0,1
243,Cook,2012,13718,All 4 The Love Of Cats,Northbrook,60062,Animal Shelter,,,144,53,,,,,,,,28,206,197,0,3,37,,,,,,,206,197,0,3
244,Cook,2012,11536,Almost Home Foundation,Elk Grove Village,60007,Animal Shelter,,,,,,164,992,917,1,31,147,128,221,206,0,1,133,0,0,0,0,0,0,1213,1123,1,32
245,Cook,2012,13601,American Brittany Rescue Inc.,Orlando Park,60467,,,,,,,9,25,28,0,0,4,,,,,,,,,,,,,25,28,0,0
246,Cook,2012,13217,Angel 4 Cause Rescue,Burr Ridge,60527,Animal Shelter,0,0,0,0,0,3,57,45,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,57,45,2,0
247,Cook,2012,6476,Animal Care League,Oak Park,60304,Animal Shelter,0,0,0,0,0,27,670,407,127,106,45,59,486,345,25,91,60,8,27,27,0,2,5,1183,779,152,199
248,Cook,2012,14243,Be Fido's Friend,Chicago,60642,Animal Shelter,0,0,0,0,0,0,50,42,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,50,42,0,2
249,Cook,2012,14256,Blackdog All Breed Dog Rescue,Wilmetted,60091,Animal Shelter,,,,,,,63,55,0,4,4,,,,,,,,,,,,,63,55,0,4
250,Cook,2012,14312,Bow Wow Revolution Animal Rescue,Evergreen Park,60805,Animal Shelter,20,,,30,,,25,20,2,0,3,,53,36,0,12,5,,,,,,,78,56,2,12
251,Cook,2013,9565,Broadview Animal Hospital,Broadview,60155,Animal Control,,,,,,5,311,0,38,2,6,10,119,0,2,2,0,0,5,0,0,0,0,435,0,40,4
252,Cook,2012,4707,Brookfield Police Department,Brookfield,60513,Animal Control,0,0,0,0,0,0,67,0,59,0,8,0,10,0,6,0,4,0,0,0,0,0,0,77,0,65,0
253,Cook,2013,4707,Brookfield Police Department,Brookfield,60513,Animal Control,0,0,0,0,0,0,63,0,56,0,7,0,9,0,9,0,0,0,0,0,0,0,0,72,0,65,0
254,Cook,2012,14180,Bullmastiff Rescuers Inc.,Hometown,60456,Animal Shelter,0,0,0,0,0,3,17,17,,2,1,,,,,,,,,,,,,17,17,0,2
255,Cook,2012,3260,Calumet City Animal Control,Calcumet City ,60409,Animal Control,,,,,,,268,,71,,,,162,,5,,,,,,,,,430,0,76,0
256,Cook,2012,1440,CARF: The Critical Animal Relief Foundation,Chicago,60622,Animal Shelter,,,,,,,,,,,,0,48,37,,,11,,,,,,,48,37,0,0
257,Cook,2012,8736,Catnip From The Heart,Lagrange Park,60526,Animal Shelter,0,2,315,286,0,0,2,2,0,0,0,197,747,601,11,87,245,0,0,0,0,0,0,749,603,11,87
258,Cook,2012,12281,Cause 4 Paws Rescue,Chicago,60633,,,,,,,22,30,29,0,2,23,0,5,2,0,1,2,1,16,0,0,1,16,51,31,0,4
259,Cook,2012,1151,Chicago Animal Care & Control,Chicago,60608,Animal Control,,,,,,,11131,896,1256,4152,,,8392,445,114,3500,,,1681,4,11,497,,21204,1345,1381,8149
260,Cook,2012,10388,Chicago Canine Rescue Foundation (CCRF),Chicago,60630,Animal Shelter,,,,,,84,524,493,2,8,105,1,,,,,1,0,,,,,0,524,493,2,8
261,Cook,2012,13682,Chicago Cat Rescue,Chicago,60614,Animal Shelter,,,,,,0,0,0,0,0,0,39,42,36,0,2,43,0,,,,,,42,36,0,2
262,Cook,2012,13401,Chicago English Bulldog Rescue Inc.,Chicago,60630,Animal Shelter,0,0,0,0,0,10,65,73,,2,12,0,0,0,0,0,0,0,0,0,0,0,0,65,73,0,2
263,Cook,2012,14039,Chicago Pet Rescue,Chicago,60631,Animal Shelter,,,,,,23,23,21,0,1,1,118,118,103,0,14,1,19,19,17,0,2,0,160,141,0,17
264,Cook,2012,9677,Chicagoland Dog Rescue Inc.,Schaumburg,60194,Animal Shelter,74,84,,,,18,160,157,0,1,20,,,,,,,,,,,,,160,157,0,1
265,Cook,2012,11360,Cicero Waggin' Tails Animal Shelter,Cicero,60804,Animal Control,0,0,0,0,0,24,994,111,439,66,20,15,540,14,20,224,7,0,158,0,2,28,0,1692,125,461,318
266,Cook,2012,14383,Community Animal Rescue Effort (C.A.R.E.),Evanston,60201,Animal Shelter,,,,,,11,242,57,156,29,11,16,127,114,6,5,18,,,,,,,369,171,162,34
267,Cook,2012,6002,Countryside Police Department,Countryside,60525,Animal Control,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0
268,Cook,2012,13935,Cry For Help Rescue,Chicago,60631,Animal Shelter,,,,,,23,180,178,3,2,20,8,,4,,,4,,,,,,,180,182,3,2
269,Cook,2012,14178,Famous Fido Rescue Adoption Alliance,Chicago,60640,Animal Shelter,0,0,0,0,0,10,9,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0
270,Cook,2012,4688,Felines Inc. DBA Felines & Canines,Chicago,60660,Animal Shelter,,,,,,0,14,14,,,0,111,501,508,,36,68,,,,,,,515,522,0,36
271,Cook,2012,4713,Forest View Police Department,Forest View,60402,Animal Control,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0
272,Cook,2012,14019,Foster 2 Home,Rolling Meadows,60008,Animal Shelter,87,13,0,0,0,25,90,87,,3,27,0,,,,,,0,,,,,,90,87,0,3
273,Cook,2012,14245,Found,Chicago,60618,Animal Shelter,,12,0,0,0,32,33,45,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,33,45,0,0
274,Cook,2012,10994,Four Paws Animal Foundation,Bartlett,60103,Animal Shelter,,,1,,,,,,,,,23,0,1,0,2,20,,,,,,,0,1,0,2
275,Cook,2012,13815,Friendly & Feral Cat Rescue,Rolling Meadows,60008,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,18,53,27,0,3,11,0,0,0,0,0,0,53,27,0,3
276,Cook,2012,13809,Friends Of Chicago Animal Care & Control,Chicago,60660,Animal Shelter,,,,,,67,232,91,0,3,34,71,264,217,0,5,70,0,2,2,0,0,0,498,310,0,8
277,Cook,2012,13567,Fur Angels Animal Sanctuary,Lyons,60534,Animal Shelter,0,0,0,0,0,,36,46,,5,,,41,38,,6,,,97,118,,5,,174,202,0,16
278,Cook,2012,11929,Fur Keeps Animal Rescue Inc.,Barrington,60010,Animal Shelter,75,,125,,,41,85,75,0,0,5,79,102,129,0,0,43,0,0,0,0,0,0,187,204,0,0
279,Cook,2012,14301,Furever Rescue,Chicago,60622,Animal Shelter,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
280,Cook,2012,8902,German Shepherd Rescue Inc.,Skokie,60076,Animal Shelter,,,,,,,95,92,2,1,,,,,,,,,,,,,,95,92,2,1
281,Cook,2012,10416,Glencoe Public Safety,Glancoe,60022,Animal Control,0,0,0,0,0,0,48,2,46,0,0,0,23,17,6,0,0,0,3,3,0,0,0,74,22,52,0
282,Cook,2012,3424,Hanover Park Police Department,Hanover Park,60133,Animal Control,0,0,0,0,0,0,110,,110,,0,0,15,,15,,0,0,1,,1,,0,126,0,126,0
283,Cook,2012,10914,Heartland Animal Shelter,Northbrook,60062,Animal Shelter,,,,,,46,403,402,0,4,36,97,334,341,1,3,70,,,,,,,737,743,1,7
284,Cook,2012,14390,Hi Kitty Kitty Inc.,Chicago,60645,Animal Shelter,0,0,0,0,0,0,2,2,0,0,0,27,62,57,0,0,32,0,0,0,0,0,0,64,59,0,0
285,Cook,2012,13854,Homeless Hounds Rescue,Oak Forest,60452,,56,7,0,0,0,7,63,56,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,63,56,0,0
286,Cook,2012,14020,Hope Pet Rescue Inc.,Hoffman Estates,60192,Animal Shelter,,,,,,22,146,130,0,0,16,,,,,,,,,,,,,146,130,0,0
287,Cook,2012,14052,Hyde Park Cats,Chicago,60615,Animal Shelter,,,,,,,,,,,,23,105,82,,1,20,,,,,,,105,82,0,1
288,Cook,2012,11590,Illinois Alaskan Malamute Rescue Assoc,Mt. Prospect,60056,Animal Shelter,,,,,,22,27,31,0,0,18,,,,,,,,,,,,,27,31,0,0
289,Cook,2012,14149,Illinois Animal Welfare Networker's Assn,Evanston,60203,Animal Shelter,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0
290,Cook,2012,14112,K94Keeps NFP,Chicago,60612,Animal Shelter,,,,,,10,30,24,0,1,15,0,0,0,0,0,0,0,0,0,0,0,0,30,24,0,1
291,Cook,2012,72,Kay's Animal Shelter Inc.,Arlington Heights,60004,Animal Shelter,,,,,,10,478,469,3,0,16,5,256,250,3,0,8,,,,,,,734,719,6,0
292,Cook,2012,77,Lake Shore Animal Shelter,Park Ridge,60068,Animal Shelter,54,14,0,1,0,12,77,68,0,0,9,0,3,1,0,0,2,0,0,0,0,0,0,80,69,0,0
293,Cook,2012,10883,Linda's Magnificent Mutts Rescue,Hillside,60162,Animal Shelter,,,,,,502,,,,20,,111,,,,1,,,,,,,,0,0,0,21
294,Cook,2012,14294,Long Roam Home Rescue,Crestwood,60445,Animal Shelter,36,,0,0,0,0,41,36,0,0,5,0,0,0,0,0,0,0,10,9,0,0,0,51,45,0,0
295,Cook,2012,14146,Lucky Dog Rescue,Willow Springs,60480,Animal Shelter,0,0,0,0,0,33,0,7,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
296,Cook,2012,14188,Lulu's Locker Rescue,Oak Forest,60452,Animal Shelter,,,,,,2,5,6,,,1,12,34,32,,,14,,,,,,,39,38,0,0
297,Cook,2012,11847,Midwest Rescue of IL Inc.,Westchester,60154,Animal Shelter,,,,,,6,6,3,1,1,8,,,,,,,,,,,,,6,3,1,1
298,Cook,2012,11810,New Leash On Life Chicago,Chicago,60690,Animal Shelter,,,,,,9,50,55,0,0,4,,,,,,,,,,,,,50,55,0,0
299,Cook,2012,3936,Niles Animal Pound,Niles,60714,Animal Control,0,0,0,0,0,41,41,4,26,0,0,1,1,,,,0,0,0,0,0,0,0,42,4,26,0
300,Cook,2012,7831,Norridge Police Department,Norridge,60706,Animal Control,,,,,,0,80,0,78,0,0,0,4,0,0,0,0,0,0,0,0,0,0,84,0,78,0
301,Cook,2012,13940,Northbrook Police Dept. & Animal Control,Northbrook,60062,Animal Control,,,,,,34,34,5,29,,0,47,47,37,2,8,0,0,0,0,0,0,0,81,42,31,8
302,Cook,2012,8792,Norther IL Samoyed Asst Inc.,Arlington Heights,60006,Animal Shelter,3,0,0,0,0,11,3,4,3,,,0,,,,,,0,,,,,,3,4,3,0
303,Cook,2012,4439,Northwest Animal Hospital P.C.,Des Plaines,60018,Animal Control,0,0,0,0,0,0,163,39,106,16,2,0,127,78,5,42,2,0,3,2,,1,0,293,119,111,59
304,Cook,2012,4667,Oak Forest Police Department,Oak Forrest,60452,Animal Control,0,0,0,0,0,0,80,0,62,,0,0,12,0,1,,0,0,30,0,0,,0,122,0,63,0
305,Cook,2012,13475,One Tail At A Time NFP,Chicago,60625,Animal Shelter,,,,,,20,155,152,0,2,21,0,0,0,0,0,0,0,0,0,0,0,0,155,152,0,2
306,Cook,2012,13988,Pal's Place,Chicago,60618,Animal Shelter,,,,,,10,186,181,0,2,3,0,,,,,,0,,,,,,186,181,0,2
307,Cook,2012,10094,Paws Chicago,Chicago,60623,Animal Shelter,,,,,,141,2711,2675,0,47,122,174,3017,2931,0,54,173,0,0,0,0,0,0,5728,5606,0,101
308,Cook,2012,13181,Paws Chicago Adoption Center,Chicago,60614,Animal Shelter,,,,,,141,2711,2675,0,47,122,174,3017,2931,0,54,173,,,,,,,5728,5606,0,101
309,Cook,2012,9829,People & Animals in Community Together,Schaumburg,60193,Animal Shelter,,,,,,20,161,128,0,3,36,90,157,175,0,12,95,0,6,6,0,0,0,324,309,0,15
310,Cook,2012,5521,Peoples Animal Welfare Society,Tinley Park,60477,Animal Shelter,,,,,,33,747,594,82,33,71,67,636,608,15,30,50,,,,,,,1383,1202,97,63
311,Cook,2012,6652,Pets Without Parents,Midlothian,60445,Animal Shelter,0,0,0,0,0,0,0,0,0,0,0,13,30,17,12,1,13,0,0,0,0,0,0,30,17,12,1
312,Cook,2012,14198,Pit Cre IL Rescue,Chicago,60660,Animal Shelter,,,,,,5,40,32,,2,6,,,,,,,,,,,,,40,32,0,2
313,Cook,2012,14151,Plumbers For Puppies,De Plaines,60016,Animal Shelter,15,,,,,15,,15,,,,,,,,,,,,,,,,0,15,0,0
314,Cook,2012,10139,Precious Pets Almost Home Assn,Chicago,60634,Animal Shelter,,,,,,0,2,2,0,0,0,18,55,57,0,0,10,0,0,0,0,0,0,57,59,0,0
315,Cook,2012,14175,Private Residential Assistance Inc.,Chicago,60651,Animal Shelter,0,0,0,0,0,0,,,,,0,0,,,,,0,0,,,,,0,0,0,0,0
316,Cook,2012,13884,Project Rescue Chicago,Chicago,60642,Animal Shelter,,,,,,10,160,150,0,9,11,,,,,,,,,,,,,160,150,0,9
317,Cook,2012,13442,Puppy Love/Love Cats Pet Rescue,Chicago,60611,Animal Shelter,,,,,,13,22,27,0,1,7,6,5,2,0,0,9,0,0,0,0,0,0,27,29,0,1
318,Cook,2012,14195,Purrs From The Heart,North Riverside,60546,Animal Shelter,,,64,162,,,,,,,,136,278,226,0,8,180,,,,,,,278,226,0,8
319,Cook,2012,14311,Rain Dog Rescue,Chicago,60647,Animal Shelter,,,,,,1,4,4,0,0,1,0,3,2,0,1,0,0,0,0,0,0,0,7,6,0,1
320,Cook,2012,9865,Red Door Animal Shelter,Chicago,60645,Animal Shelter,,,,,,3,6,8,1,0,1,45,98,101,1,2,39,35,110,100,0,4,31,214,209,2,6
321,Cook,2012,14334,Rescue Warriors,Elgin,60120,Animal Shelter,40,211,2,59,0,0,29,251,0,3,48,0,61,45,0,0,16,0,0,0,0,0,0,90,296,0,3
322,Cook,2012,14131,Roll Over Animal Rescue Inc.,Des Plaines,60018,Animal Shelter,72,42,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0
323,Cook,2012,12840,Save A Dog,Barrington Hills,60010,Animal Shelter,,,,,,,3,,,,3,,,,,1,,,,,,,,3,0,0,1
324,Cook,2012,11648,Second Change Pet Adoption,Elk Grove  ,60007,Animal Shelter,0,0,8,19,0,0,,,,,0,42,42,27,,,16,0,,,,0,0,42,27,0,0
